,Name,Type,Area,Neighborhood,Address,Lat,Long,Price,Comida_rating,Servicio_rating,Ambiente_rating,Votes,Menu_ejecutivo,Acceso_discapacitados,Estacionamientos,Kosher,Wifi,Domicilio,Dog_friendly,agg_rating,text
468,Fulo's Gastrobar ,"['Tapas', 'Picadas']",Panamá,San Francisco,"Calle 70 y Av. 5C Sur, al lado de A Mano",8.9885086018447,-79.50831413269,19,4.1,4.1,4.3,394,0,1,1,0,1,0,0,12.5,Fulo's Gastrobar  (394 Check-ins)<br>Price: $19.<br>Rating: 12.5/15.
374,Slabón Café Bristó (Centennial) ,['Americana'],Panamá,Condado del Rey,"Plaza Caminos, Centennial",9.0313113,-79.5315942,19,4.4,4.1,4.1,115,0,1,1,0,0,0,0,12.6,Slabón Café Bristó (Centennial)  (115 Check-ins)<br>Price: $19.<br>Rating: 12.6/15.
224,Crepes & Waffles (Marbella) ,"['Internacional', 'Gourmet']",Panamá,Bella Vista,"Calle 47 Este, No.22",8.9766661684423,-79.52387094497699,19,4.6,4.2,4.3,1641,0,0,1,0,1,0,1,13.100000000000001,Crepes & Waffles (Marbella)  (1641 Check-ins)<br>Price: $19.<br>Rating: 13.1/15.
355,Coyo Taco ,['Mexicana'],Panamá,San Francisco,"Calle 71, Plaza San Francisco. Local 1",8.9923008,-79.5084515,19,4.4,4.1,3.9,273,0,0,0,0,0,0,0,12.4,Coyo Taco  (273 Check-ins)<br>Price: $19.<br>Rating: 12.4/15.
474,La Rana Dorada (San Francisco) ,['Picadas'],Panamá,San Francisco,"Calle 50, y Calle 69 Este",8.990669075634,-79.509702511132,19,4.1,4.0,4.2,243,0,1,1,0,1,0,0,12.3,La Rana Dorada (San Francisco)  (243 Check-ins)<br>Price: $19.<br>Rating: 12.3/15.
225,Miranda Bakery & Cafe ,"['Americana', 'Pastelería']",Panamá,San Francisco,"Calle 75 y Andres Mojica, casa No. 50 (Detras de los Talleres de la Mercedez Benz)",8.9940561321414,-79.505031108856,19,4.6,4.0,4.2,1524,0,1,1,0,1,0,1,12.8,Miranda Bakery & Cafe  (1524 Check-ins)<br>Price: $19.<br>Rating: 12.8/15.
477,Brew  Stop (Marbella) ,['Americana'],Panamá,Marbella/Area Bancaria,"Calle 54, Plaza Riviera 2",8.9796387350724,-79.518072009087,19,4.1,4.1,4.5,218,0,1,1,0,1,0,0,12.7,Brew  Stop (Marbella)  (218 Check-ins)<br>Price: $19.<br>Rating: 12.7/15.
351,Ciao Ragazzi (Via Brasil) ,"['Italiana', 'Pizzeria']",Panamá,Obarrio,"Via Brasil, al lado de Raenco",8.990871743574699,-79.52013194561,19,4.4,4.4,3.9,308,0,1,1,0,1,0,0,12.700000000000001,Ciao Ragazzi (Via Brasil)  (308 Check-ins)<br>Price: $19.<br>Rating: 12.7/15.
398,Mar & Green ,"['Picadas', 'Pescados y Mariscos']",Panamá,Albrook/Clayton,"Pan Canal Plaza, Local 9 B, diagonal a rotonda de Diablo, Avda Omar Torrijos con Paseo Andrew",8.971694615534199,-79.563682973385,19,4.3,4.5,3.9,320,1,0,1,0,1,1,0,12.700000000000001,Mar & Green  (320 Check-ins)<br>Price: $19.<br>Rating: 12.7/15.
336,Agliorosso (Costa del Este) ,"['Pizzeria', 'Creativa']",Panamá,Costa del Este,Plaza Ocean Mall,9.0100151,-79.474695,19,4.4,4.2,4.2,473,0,1,1,0,1,1,0,12.8,Agliorosso (Costa del Este)  (473 Check-ins)<br>Price: $19.<br>Rating: 12.8/15.
237,Dodó - Bon Pan Café ,"['Saludable', 'Vegana']",Panamá,Casco Antiguo,"Calle 1era, Casco Antiguo/ Plaza de Francia",8.9502325691184,-79.53233867883701,19,4.6,4.5,4.6,340,1,0,0,0,1,0,1,13.7,Dodó - Bon Pan Café  (340 Check-ins)<br>Price: $19.<br>Rating: 13.7/15.
453,La Rana Dorada (Centennial) ,['Picadas'],Panamá,Condado del Rey,Caminos de Centennial,9.030690147522199,-79.530456438661,19,4.2,4.2,4.5,190,0,1,1,0,0,0,0,12.9,La Rana Dorada (Centennial)  (190 Check-ins)<br>Price: $19.<br>Rating: 12.9/15.
419,Kaifish (Sortis) ,"['Caribeña', 'Japonesa']",Panamá,Obarrio,Interior del Sortis Hotel,8.987342870644301,-79.520394395701,19,4.3,4.4,4.4,121,1,1,1,0,1,0,0,13.1,Kaifish (Sortis)  (121 Check-ins)<br>Price: $19.<br>Rating: 13.1/15.
406,Nomada Eatery (Casco Antiguo) ,['Internacional'],Panamá,Casco Antiguo,Calle 9na  3 28,8.9537733,-79.5362889,19,4.3,4.1,4.4,212,0,0,0,0,0,0,0,12.799999999999999,Nomada Eatery (Casco Antiguo)  (212 Check-ins)<br>Price: $19.<br>Rating: 12.8/15.
623,Jade ,"['Griega', 'China']",Panamá,San Francisco,Via Porras y Calle 64,8.994617768483801,-79.514923095703,19,3.3,3.4,3.3,88,1,0,1,0,1,0,0,10.0,Jade  (88 Check-ins)<br>Price: $19.<br>Rating: 10.0/15.
314,Fratelli Pizza & Pasta ,"['Pizzeria', 'Italiana']",Panamá,San Francisco,"Calle 68, Via Porras",8.994405830343801,-79.511296749115,19,4.4,4.5,4.2,1302,1,1,1,0,1,1,1,13.100000000000001,Fratelli Pizza & Pasta  (1302 Check-ins)<br>Price: $19.<br>Rating: 13.1/15.
233,Sukhi (Area Bancaria) ,"['Tailandesa', 'Asiática']",Panamá,Marbella/Area Bancaria,"Avenida Ricardo Arias, Edificio PH America",8.9818111836851,-79.523661732674,19,4.6,4.3,3.7,553,0,0,0,0,1,1,0,12.599999999999998,Sukhi (Area Bancaria)  (553 Check-ins)<br>Price: $19.<br>Rating: 12.6/15.
503,Amore Mio ,['Italiana'],Panamá,Paitilla/Punta Pacifica,"Vía Israel, C.C. Multiplaza Pacific, PB. Plaza del Sol",8.9846737955541,-79.51096813967301,19,4.0,3.7,3.8,209,0,0,1,0,1,0,0,11.5,Amore Mio  (209 Check-ins)<br>Price: $19.<br>Rating: 11.5/15.
214,The Wallace ,['Internacional'],Panamá,Obarrio,"Avenida Samuel Lewis y Calle 54, Edificio Eden Roc, PB",8.985661949323301,-79.52140599489199,20,4.7,4.7,4.5,84,1,1,1,0,1,1,0,13.9,The Wallace  (84 Check-ins)<br>Price: $20.<br>Rating: 13.9/15.
241,Tambor de Oro ,['Peruana'],Panamá,San Francisco,"Calle Fundadores, Casa 68",8.990336593995401,-79.504226446152,20,4.6,4.3,3.8,224,0,0,1,0,0,0,0,12.7,Tambor de Oro  (224 Check-ins)<br>Price: $20.<br>Rating: 12.7/15.
213,Ciao Ragazzi (Costa del Este) ,['Italiana'],Panamá,Costa del Este,Plaza Downtown,9.008811,-79.47799599999999,20,4.7,4.2,3.8,164,0,0,1,0,1,0,0,12.7,Ciao Ragazzi (Costa del Este)  (164 Check-ins)<br>Price: $20.<br>Rating: 12.7/15.
209,Fonda Lo Que Hay ,"['Panameña', 'Fusion']",Panamá,Casco Antiguo,"Calle 12 Este, antes de llegar a la Avenida B",8.9538286531205,-79.537910632789,20,4.7,4.4,3.9,283,0,0,0,0,0,0,0,13.000000000000002,Fonda Lo Que Hay  (283 Check-ins)<br>Price: $20.<br>Rating: 13.0/15.
574,365 ,['Internacional'],Panamá,El Carmen/El Cangrejo,"Calle Jose Isaac Fabrega, Hotel Novotel",8.991076,-79.523945,20,4.2,3.9,3.9,109,0,1,1,0,1,0,0,12.0,365  (109 Check-ins)<br>Price: $20.<br>Rating: 12.0/15.
247,So Hot ,['China'],Panamá,Condado del Rey,"Vía Centenario, Paseo del dorado, Plaza Boulevard, Local 4",9.0324271998037,-79.533823616805,20,4.6,4.5,4.3,125,0,1,1,0,1,0,0,13.399999999999999,So Hot  (125 Check-ins)<br>Price: $20.<br>Rating: 13.4/15.
259,Napoli ,"['Italiana', 'Pizzeria']",Panamá,Obarrio,Calle 57,8.9888318127225,-79.520437717438,20,4.5,4.3,4.1,2227,0,1,1,0,0,0,0,12.9,Napoli  (2227 Check-ins)<br>Price: $20.<br>Rating: 12.9/15.
232,Nacionsushi (Multiplaza) ,['Japonesa'],Panamá,Paitilla/Punta Pacifica,"Multiplaza, Las Terrazas, piso 3",8.984003823836,-79.510925298811,20,4.6,4.3,4.4,585,0,1,1,0,1,1,0,13.299999999999999,Nacionsushi (Multiplaza)  (585 Check-ins)<br>Price: $20.<br>Rating: 13.3/15.
575,Fish Trap ,['Caribeña'],Panamá,Albrook/Clayton,"P.H Albrook Office Center, Local # 5 Frente a la ANAM",8.9737412662681,-79.561314582825,20,4.2,3.6,3.6,105,1,1,1,0,1,0,0,11.4,Fish Trap  (105 Check-ins)<br>Price: $20.<br>Rating: 11.4/15.
624,Istmo Brew (Condado del Rey) ,['Picadas'],Panamá,Condado del Rey,Altos de Panama,9.0408716376793,-79.52889799577,20,3.3,3.9,4.1,86,0,1,1,0,0,0,0,11.299999999999999,Istmo Brew (Condado del Rey)  (86 Check-ins)<br>Price: $20.<br>Rating: 11.3/15.
238,La Scarpetta ,"['Italiana', 'Pizzeria']",Panamá,Bella Vista,"Calle Elvira Mendez,entrando por Towerbank de calle 50, PH Ejecutivo, Local 8",8.9807329089887,-79.524340331554,20,4.6,4.4,4.1,280,1,0,0,0,1,1,0,13.1,La Scarpetta  (280 Check-ins)<br>Price: $20.<br>Rating: 13.1/15.
276,Fragoloso Trattoria ,"['Italiana', 'Pizzeria']",Panamá,Bella Vista,Calle 49. Plaza Comercial Uruguay,8.9784531554917,-79.524643421173,20,4.5,4.4,4.3,459,0,1,1,0,1,0,0,13.2,Fragoloso Trattoria  (459 Check-ins)<br>Price: $20.<br>Rating: 13.2/15.
552,Puerto del Rey ,['Pescados y Mariscos'],Panamá,Condado del Rey,"Sky Plaza, Altos de Panamá",9.040501767126699,-79.527855366468,20,4.4,4.1,3.8,121,0,0,1,0,0,0,0,12.3,Puerto del Rey  (121 Check-ins)<br>Price: $20.<br>Rating: 12.3/15.
427,B-dubs ,['Americana'],Panamá,Bella Vista,Ave 5B Sur con la Aquilino de la Guardia. Marbella,8.977112584860901,-79.52371135354,20,4.2,4.2,4.6,1209,0,1,1,0,1,0,0,13.0,B-dubs  (1209 Check-ins)<br>Price: $20.<br>Rating: 13.0/15.
262,Nacionsushi (Altaplaza Mall) ,['Japonesa'],Panamá,Condado del Rey,"Via Centenario, Altaplaza Mall",9.029776585788,-79.534599781036,20,4.5,4.1,4.3,1818,0,1,1,0,0,0,0,12.899999999999999,Nacionsushi (Altaplaza Mall)  (1818 Check-ins)<br>Price: $20.<br>Rating: 12.9/15.
413,Bistrot de Paris ,"['Francesa', 'Internacional']",Panamá,Albrook/Clayton,"Avenida Criag, Plaza Ciudad del Saber",9.0028713909235,-79.583186689689,20,4.3,4.2,4.5,178,0,1,1,0,0,0,0,13.0,Bistrot de Paris  (178 Check-ins)<br>Price: $20.<br>Rating: 13.0/15.
452,Charro Mexicano (Costa del Este) ,['Mexicana'],Panamá,Costa del Este,Avenida de la Rotonda. Ocean Mall,9.009679960353099,-79.47507284581701,20,4.2,4.1,4.2,191,0,1,1,0,0,0,0,12.5,Charro Mexicano (Costa del Este)  (191 Check-ins)<br>Price: $20.<br>Rating: 12.5/15.
397,Maisa (Condado del Rey) ,['Pescados y Mariscos'],Panamá,Condado del Rey,"Avenida Federico Guardia, Gran Plaza",9.0399399,-79.531061,20,4.3,3.9,4.1,322,0,1,1,0,0,0,0,12.299999999999999,Maisa (Condado del Rey)  (322 Check-ins)<br>Price: $20.<br>Rating: 12.3/15.
390,Sanborns ,"['Mexicana', 'Internacional']",Panamá,Paitilla/Punta Pacifica,"Mall Multiplaza, planta baja",8.9845187782425,-79.510164856911,20,4.3,4.2,4.1,451,0,1,1,0,1,0,0,12.6,Sanborns  (451 Check-ins)<br>Price: $20.<br>Rating: 12.6/15.
464,La Rana Dorada (El Cangrejo) ,['Picadas'],Panamá,El Carmen/El Cangrejo,"Via Argentina con Arturo Motta, frente a la cabeza de Einstein",8.989192113033099,-79.527862071991,20,4.1,4.2,4.5,606,0,0,0,0,0,0,0,12.8,La Rana Dorada (El Cangrejo)  (606 Check-ins)<br>Price: $20.<br>Rating: 12.8/15.
389,Orale Tacos & Tequilas (El Dorado) ,['Mexicana'],Panamá,El Dorado/Bethania,Plaza Mirage,9.006147016233198,-79.53281879425,20,4.3,3.8,4.2,472,0,0,1,0,1,0,0,12.3,Orale Tacos & Tequilas (El Dorado)  (472 Check-ins)<br>Price: $20.<br>Rating: 12.3/15.
466,Bros And Beers ,"['Americana', 'Parrillada']",Panamá,El Carmen/El Cangrejo,"Calle Eusebio A. Morales, después del hotel Sevilla Suites",8.985952026199,-79.527612607935,20,4.1,3.9,4.2,396,0,1,1,0,1,1,1,12.2,Bros And Beers  (396 Check-ins)<br>Price: $20.<br>Rating: 12.2/15.
385,La Rana Dorada (Casco Antiguo) ,['Picadas'],Panamá,Casco Antiguo,Calle Eloy Alfaro y Calle 11 Este,8.9539339716779,-79.536530971527,20,4.3,4.3,4.8,653,0,0,0,0,0,0,0,13.399999999999999,La Rana Dorada (Casco Antiguo)  (653 Check-ins)<br>Price: $20.<br>Rating: 13.4/15.
470,Wings Army ,"['Americana', 'Texmex']",Panamá,Marbella/Area Bancaria,"Avenida Anastacio Ruiz, Terrazas Marbella Local 1",8.9789187774319,-79.519537752495,20,4.1,4.0,3.9,358,1,1,1,0,1,1,0,12.0,Wings Army  (358 Check-ins)<br>Price: $20.<br>Rating: 12.0/15.
352,Tomato Pub Edition (Costa del Este) ,['Internacional'],Panamá,Costa del Este,Planta Baja Towncenter,9.013408442180301,-79.464344561832,20,4.4,4.4,4.5,285,0,1,1,0,0,0,0,13.3,Tomato Pub Edition (Costa del Este)  (285 Check-ins)<br>Price: $20.<br>Rating: 13.3/15.
347,Full Lucky (Condado del Rey) ,['China'],Panamá,Condado del Rey,"Centennial Center, detras de Banco General",9.0319742292933,-79.532374218106,20,4.4,3.9,3.9,335,0,1,1,0,0,0,0,12.200000000000001,Full Lucky (Condado del Rey)  (335 Check-ins)<br>Price: $20.<br>Rating: 12.2/15.
496,Hooters (Bella Vista) ,['Americana'],Panamá,Bella Vista,Calle Uruguay con Calle 50,8.9790240887123,-79.525914788246,20,4.0,3.8,4.0,540,0,0,1,0,1,1,0,11.8,Hooters (Bella Vista)  (540 Check-ins)<br>Price: $20.<br>Rating: 11.8/15.
321,Charro Mexicano (San Francisco) ,['Mexicana'],Panamá,San Francisco,Calle 74,8.9952636592412,-79.50614879629501,20,4.4,4.2,4.1,945,0,0,1,0,0,0,0,12.700000000000001,Charro Mexicano (San Francisco)  (945 Check-ins)<br>Price: $20.<br>Rating: 12.7/15.
446,Score Sport Bar ,"['Americana', 'Internacional']",Panamá,Obarrio,"Calle 56 y 57, Obarrio. Nivel C   Sortis Hotel, Spa & Casino.",8.9877865254717,-79.52042511660301,20,4.2,3.8,4.4,273,0,1,1,0,1,0,0,12.4,Score Sport Bar  (273 Check-ins)<br>Price: $20.<br>Rating: 12.4/15.
316,Brava Pizza & Espuma (Altaplaza Mall) ,['Pizzeria'],Panamá,Condado del Rey,"Via Centenario, Mall Altaplaza, planta baja",9.0297222819368,-79.533799141645,20,4.4,4.1,4.4,1167,1,1,1,0,1,1,0,12.9,Brava Pizza & Espuma (Altaplaza Mall)  (1167 Check-ins)<br>Price: $20.<br>Rating: 12.9/15.
317,The Corner 76 (Costa del Este) ,['Americana'],Panamá,Costa del Este,Avenida Costa del Este con Calle La Antigua. Plaza Corner local 13A,9.0112899890256,-79.46468056983599,20,4.4,4.4,4.2,1153,1,1,1,0,1,1,0,13.0,The Corner 76 (Costa del Este)  (1153 Check-ins)<br>Price: $20.<br>Rating: 13.0/15.
277,Ciao Ragazzi (Clayton) ,"['Italiana', 'Pizzeria']",Panamá,Albrook/Clayton,Clayton Mall,9.0031151906755,-79.573624481545,20,4.5,4.2,3.9,436,0,1,1,0,1,1,0,12.6,Ciao Ragazzi (Clayton)  (436 Check-ins)<br>Price: $20.<br>Rating: 12.6/15.
281,Brava Pizza & Espuma (Multiplaza) ,['Pizzeria'],Panamá,Paitilla/Punta Pacifica,"Multiplaza, piso 3, frente a PF Chang",8.983960931791302,-79.511018844352,20,4.5,4.2,4.3,348,1,1,1,0,1,1,0,13.0,Brava Pizza & Espuma (Multiplaza)  (348 Check-ins)<br>Price: $20.<br>Rating: 13.0/15.
291,Mahalo ,"['Saludable', 'Internacional']",Panamá,Casco Antiguo,"Avenida A con calle 5ta, al lado de Madrigal",8.951332130719,-79.534336924553,20,4.5,4.2,4.4,218,0,1,0,0,1,0,1,13.1,Mahalo  (218 Check-ins)<br>Price: $20.<br>Rating: 13.1/15.
521,Palacio Dorado ,"['China', 'Cantonesa']",Panamá,El Dorado/Bethania,"Ricardo J. Alfaro, Plaza Mirage",9.0060834368307,-79.532692730427,20,3.9,3.9,3.8,161,1,1,1,0,1,0,0,11.6,Palacio Dorado  (161 Check-ins)<br>Price: $20.<br>Rating: 11.6/15.
298,La Pimienta Bistro ,"['Mediterránea', 'Fusion']",Panamá,El Carmen/El Cangrejo,"Calle Isaac Fabrega, despues de El Prado",8.989514992143,-79.52426288276901,20,4.5,4.1,4.1,164,0,0,0,0,1,0,0,12.7,La Pimienta Bistro  (164 Check-ins)<br>Price: $20.<br>Rating: 12.7/15.
517,La Tapa del Frasco (Bella Vista) ,['Tapas'],Panamá,Bella Vista,"Avenida Balboa, Calle 39. Torre de Miramar",8.971187407234499,-79.530577517197,20,3.9,4.2,4.2,185,0,1,1,0,1,0,0,12.3,La Tapa del Frasco (Bella Vista)  (185 Check-ins)<br>Price: $20.<br>Rating: 12.3/15.
512,El Guey ,['Mexicana'],Panamá,Condado del Rey,"Via Centenario, Mall Altaplaza. Nivel 3",9.0310411347422,-79.533768631518,20,3.9,3.9,4.1,433,0,1,1,0,1,0,0,11.899999999999999,El Guey  (433 Check-ins)<br>Price: $20.<br>Rating: 11.9/15.
311,Roadster's Diner (San Francisco) ,['Americana'],Panamá,San Francisco,"Vía Israel, próximo a Elmec, frente a la calle 76",8.9876878927444,-79.502277542328,20,4.4,4.4,4.6,1907,0,1,1,0,1,0,0,13.4,Roadster's Diner (San Francisco)  (1907 Check-ins)<br>Price: $20.<br>Rating: 13.4/15.
509,Capital Cerveceria (San Francisco) ,['Americana'],Panamá,San Francisco,"Vía Porras, Royal Blue Plaza, PB Local 6",8.9935486890098,-79.516031915344,20,4.0,4.3,4.5,85,0,1,1,0,1,0,0,12.8,Capital Cerveceria (San Francisco)  (85 Check-ins)<br>Price: $20.<br>Rating: 12.8/15.
313,Local ,"['Creativa', 'Panadería']",Panamá,San Francisco,"Calle 74 Este, entrando por La Casa de las Baterias de Via Porras, novena casa a mano derecha",8.995496790635901,-79.506191711639,20,4.4,4.1,4.2,1411,1,1,1,0,1,1,1,12.7,Local  (1411 Check-ins)<br>Price: $20.<br>Rating: 12.7/15.
309,Piola ,['Italiana'],Panamá,San Francisco,"Calle 74, San Francisco entrando por La Casa de las Baterias de Via Porras, 1 cuadra antes de calle 50, a la izquierda",8.993946630830301,-79.505658745766,20,4.4,4.2,4.3,2471,1,1,1,0,1,1,1,12.900000000000002,Piola  (2471 Check-ins)<br>Price: $20.<br>Rating: 12.9/15.
710,Lido ,"['Italiana', 'Pizzeria']",Panamá,Costa del Este,"Av. Del Sol, Centro Comercial Zen Plaza",9.016224210139999,-79.464229345322,21,4.5,4.3,3.9,670,0,1,1,0,1,1,0,12.700000000000001,Lido  (670 Check-ins)<br>Price: $21.<br>Rating: 12.7/15.
832,Arrecifes (Condado del Rey) ,['Pescados y Mariscos'],Panamá,Condado del Rey,"Vía Centenario, Centennial, Condado del Rey, a un costado del Edificio Global Bank. Paseo Boulevard El Dorado",9.0323963,-79.53397070000001,21,4.2,3.9,3.9,211,1,1,1,0,1,0,0,12.0,Arrecifes (Condado del Rey)  (211 Check-ins)<br>Price: $21.<br>Rating: 12.0/15.
838,Mouna Bistro ,"['Internacional', 'Libanesa']",Panamá,Condado del Rey,"Plaza Boulevard, local 6 y 7",9.032636,-79.533952,21,4.2,4.3,4.4,86,1,1,1,1,1,1,0,12.9,Mouna Bistro  (86 Check-ins)<br>Price: $21.<br>Rating: 12.9/15.
712,Sushi Market (Clayton) ,['Japonesa'],Panamá,Albrook/Clayton,"Clayton Mall, local 6",9.003805167527302,-79.57293927669501,21,4.5,4.2,4.2,613,0,1,1,0,1,1,0,12.899999999999999,Sushi Market (Clayton)  (613 Check-ins)<br>Price: $21.<br>Rating: 12.9/15.
708,Brava Pizza & Espuma (Town Center) ,['Pizzeria'],Panamá,Costa del Este,"Avenida de La Rotonda, Town Center",9.013768414966698,-79.465199560188,21,4.5,4.3,4.4,688,1,1,1,0,1,1,0,13.200000000000001,Brava Pizza & Espuma (Town Center)  (688 Check-ins)<br>Price: $21.<br>Rating: 13.2/15.
851,En la Fonda ,['Panameña'],Panamá,Marbella/Area Bancaria,"Av. Anastacio Ruiz, Terrazas de Marbella",8.9788323457553,-79.519560643534,21,4.0,4.1,4.6,787,1,0,1,0,1,0,0,12.7,En la Fonda  (787 Check-ins)<br>Price: $21.<br>Rating: 12.7/15.
701,Nacionsushi (Albrook) ,['Japonesa'],Panamá,Albrook/Clayton,"Avenida Omar Torrijos, Albrook Field",8.9699604713961,-79.56217561059,21,4.5,4.3,4.5,910,0,1,1,0,1,0,0,13.3,Nacionsushi (Albrook)  (910 Check-ins)<br>Price: $21.<br>Rating: 13.3/15.
846,Chili's (Santa Maria) ,['Americana'],Panamá,Costa del Este,"Santa Maria Plaza, Piso 2",9.027092839941,-79.46806222200401,21,4.1,4.1,4.3,336,0,1,1,0,0,0,0,12.5,Chili's (Santa Maria)  (336 Check-ins)<br>Price: $21.<br>Rating: 12.5/15.
696,Al Vecchio Forno ,"['Italiana', 'Pizzeria']",Panamá,San Francisco,"Via Porras, frente al parque Omar, Casa No. 152",8.9968030421627,-79.509305879474,21,4.5,4.3,4.1,1260,0,1,1,0,1,1,0,12.9,Al Vecchio Forno  (1260 Check-ins)<br>Price: $21.<br>Rating: 12.9/15.
848,Hooters (Albrook) ,['Americana'],Panamá,Albrook/Clayton,"Albrook Mall, entrada del pasillo de la zebra",8.977613974753,-79.552755989134,21,4.1,3.9,4.1,282,0,0,1,0,1,0,0,12.1,Hooters (Albrook)  (282 Check-ins)<br>Price: $21.<br>Rating: 12.1/15.
823,Tacos La Neta (Casco Antiguo) ,['Mexicana'],Panamá,Casco Antiguo,"Hotel Selina (Rooftop), Ave. B con Calle 12",8.954214,-79.537687,21,4.2,4.1,4.1,482,0,1,0,0,1,1,1,12.4,Tacos La Neta (Casco Antiguo)  (482 Check-ins)<br>Price: $21.<br>Rating: 12.4/15.
676,Cuquita Cookita (San Francisco) ,['Gourmet'],Panamá,San Francisco,Calle 72,8.9904093824461,-79.50727158565,21,4.6,4.3,4.7,186,0,0,0,0,0,0,0,13.599999999999998,Cuquita Cookita (San Francisco)  (186 Check-ins)<br>Price: $21.<br>Rating: 13.6/15.
703,Nacionsushi (San Francisco) ,['Japonesa'],Panamá,San Francisco,"Calle 76, Plaza 76, llegando al hotel Aloft",8.991267475583,-79.502920210361,21,4.5,4.2,4.4,859,0,1,1,0,1,0,0,13.1,Nacionsushi (San Francisco)  (859 Check-ins)<br>Price: $21.<br>Rating: 13.1/15.
727,Zi Maria ,"['Italiana', 'Pizzeria']",Panamá,Bella Vista,Avenida Republica Chile y Calle 39,8.971676069779,-79.53093990683601,21,4.5,4.4,4.2,298,1,1,0,0,0,1,0,13.100000000000001,Zi Maria  (298 Check-ins)<br>Price: $21.<br>Rating: 13.1/15.
808,Orale Tacos & Tequilas (Costa del Este) ,['Mexicana'],Panamá,Costa del Este,"Av. Principal Costa del Este, Plaza Galerías del Este, locla 10",9.016684485351,-79.463482350111,21,4.3,4.1,3.9,108,0,0,0,0,0,0,0,12.299999999999999,Orale Tacos & Tequilas (Costa del Este)  (108 Check-ins)<br>Price: $21.<br>Rating: 12.3/15.
816,Pollo Limón by Mr. Limón (Altaplaza Mall) ,"['Parrillada', 'Peruana']",Panamá,Condado del Rey,"Calle Vía Centenario, Terrazas del FoodCourt, Altaplaza Mall",9.0303762394822,-79.534368077385,21,4.2,4.1,4.0,995,0,1,1,0,1,1,0,12.3,Pollo Limón by Mr. Limón (Altaplaza Mall)  (995 Check-ins)<br>Price: $21.<br>Rating: 12.3/15.
868,Istmo Brew Pub (San Francisco) ,['Picadas'],Panamá,San Francisco,"Calle 76 este, sobre la Vía Israel, frente a Elmec",8.9881853906785,-79.502359628677,21,3.5,3.7,4.2,271,0,0,1,0,1,0,0,11.4,Istmo Brew Pub (San Francisco)  (271 Check-ins)<br>Price: $21.<br>Rating: 11.4/15.
810,Fonda Paraíso ,"['Caribeña', 'Latinoamericana']",Panamá,Casco Antiguo,"Avenida A, San Felipe, frente a Plaza Herrera",8.951858999999999,-79.536388,21,4.3,4.5,4.5,77,1,0,0,0,1,1,0,13.3,Fonda Paraíso  (77 Check-ins)<br>Price: $21.<br>Rating: 13.3/15.
747,Mika Bazar & Cafe ,['Internacional'],Panamá,Albrook/Clayton,"Calle Al Hospital. Clayton Mall, locales 11 y 12.",9.0034379277161,-79.572984874249,21,4.4,4.2,4.6,765,1,1,1,0,1,1,0,13.200000000000001,Mika Bazar & Cafe  (765 Check-ins)<br>Price: $21.<br>Rating: 13.2/15.
749,Sunly (El Dorado) ,['China'],Panamá,El Dorado/Bethania,"Calle Miguel Brostella, Centro Comercial los Tucanes, local 19",9.005765539650199,-79.537711143494,21,4.4,4.1,3.9,667,1,1,1,0,0,0,0,12.4,Sunly (El Dorado)  (667 Check-ins)<br>Price: $21.<br>Rating: 12.4/15.
754,El Brasero (Obarrio) ,['Parrillada'],Panamá,Obarrio,Avenida Samuel Lewis,8.985342,-79.521615,21,4.4,4.3,4.2,501,1,1,1,0,1,1,0,12.899999999999999,El Brasero (Obarrio)  (501 Check-ins)<br>Price: $21.<br>Rating: 12.9/15.
801,Orale Tacos & Tequilas (Calle 50) ,['Mexicana'],Panamá,Obarrio,"Calle 50,  frente al Hotel Riu",8.981098470312,-79.522127526984,21,4.3,4.2,4.2,191,0,0,0,0,0,0,0,12.7,Orale Tacos & Tequilas (Calle 50)  (191 Check-ins)<br>Price: $21.<br>Rating: 12.7/15.
800,Delicias Libanesas (Obarrio) ,['Libanesa'],Panamá,Obarrio,"Calle 58 Este,Plaza Strip 58, local #6.",8.987903242990301,-79.519224017859,21,4.3,4.5,3.9,212,1,1,1,0,1,1,1,12.700000000000001,Delicias Libanesas (Obarrio)  (212 Check-ins)<br>Price: $21.<br>Rating: 12.7/15.
765,Champions ,['Americana'],Panamá,Marbella/Area Bancaria,Calle 52 y Ricardo Arias. Hotel Marriott Panama,8.9819833894207,-79.524174034595,21,4.4,4.1,4.2,245,0,1,1,0,1,0,0,12.7,Champions  (245 Check-ins)<br>Price: $21.<br>Rating: 12.7/15.
797,T Bier Klooster Café Belga ,['Del Mundo'],Panamá,Casco Antiguo,"Calle José de Obaldía, entre calles 8va y 9na.",8.952163291103501,-79.536103829741,21,4.3,4.4,4.4,322,0,0,0,0,1,0,0,13.1,T Bier Klooster Café Belga  (322 Check-ins)<br>Price: $21.<br>Rating: 13.1/15.
796,Milanesa House ,"['Pizzeria', 'Argentina']",Panamá,San Francisco,Calle 66 Este,8.9912290614488,-79.51233811676501,21,4.3,3.9,3.6,366,1,1,0,0,1,1,0,11.799999999999999,Milanesa House  (366 Check-ins)<br>Price: $21.<br>Rating: 11.8/15.
